Facility ID,Facility Name,Facility Group,Facility Type,Address,Latitude,Longitude,Geometry
RCS-FB-009,Crestmont Community Food Pantry,Retail & Community Services,Food Bank,"1007 N Summit Street, Bloomington, In",39.17539935,-86.5483603965919,POINT (-86.5483603965919 39.17539935)
RCS-FB-010,"Shelter, Inc. - Food Distribution Center",Retail & Community Services,Food Bank,"919 S Rogers Street, Bloomington, In",39.1572247823773,-86.53858278190908,POINT (-86.53858278190908 39.1572247823773)
RCS-FDC-001,FUMC Wednesday Pantry,Retail & Community Services,Food Distribution Center,"219 E 4Th Street, Bloomington, In",39.16582585,-86.53198648055685,POINT (-86.53198648055685 39.16582585)
RCS-FM-001,Bloomington Community Farmers Market,Retail & Community Services,Farmers Market,"Showers City Hall South Parking Lot, Bloomington, IN",39.169189,-86.536794,POINT (-86.536794 39.169189)
RCS-FM-002,Tuesday Farmers Market Location,Retail & Community Services,Farmers Market,"At The Pavilion In Switchyard Park, Bloomington, IN",39.1469143,-86.5367908,POINT (-86.5367908 39.1469143)
RCS-FM-003,Bloomington Community Farmers' Market,Retail & Community Services,Farmers' Market,"401 N Morton Street, Bloomington, In",39.1697339,-86.5366772,POINT (-86.5366772 39.1697339)
RCS-FS-001,Bloomington Farm Stop Collective,Retail & Community Services,Farm Shop,"902 W Kirkwood Avenue, Bloomington, In",39.16674316580055,-86.5439273674845,POINT (-86.5439273674845 39.16674316580055)
RCS-GS-001,World Foods Market,Retail & Community Services,Grocery Store,"106 E 2Nd Street, Bloomington, In",39.16128506122449,-86.53343263265306,POINT (-86.53343263265306 39.16128506122449)
RCS-GS-002,Fresh Thyme,Retail & Community Services,Grocery Store,"2812 E 3Rd Street, Bloomington, In",39.16328215,-86.49599495105925,POINT (-86.49599495105925 39.16328215)
RCS-GS-003,B-Town International Market,Retail & Community Services,Grocery Store,"2901 E Covenanter Drive, Bloomington, In",39.1556955,-86.49480742912317,POINT (-86.49480742912317 39.1556955)
RCS-GS-004,Kroger,Retail & Community Services,Grocery Store,"528 S College Avenue, Bloomington, In",39.15985885,-86.53557942790022,POINT (-86.53557942790022 39.15985885)
RCS-GS-005,Bloomingfoods Co-op Market,Retail & Community Services,Grocery Store,"3220 E 3Rd Street, Bloomington, In",39.163904,-86.4910644,POINT (-86.4910644 39.163904)
RCS-GS-006,Lakeside Market,Retail & Community Services,Grocery Store,"6050 E State Road 45, Bloomington, In",39.1862838,-86.5240522,POINT (-86.5240522 39.1862838)
RCS-GS-007,Kroger,Retail & Community Services,Grocery Store,"1825 N Kinser Pike, Bloomington, In",39.18762515,-86.54005336377776,POINT (-86.54005336377776 39.18762515)
RCS-GS-008,Fresh Thyme Market,Retail & Community Services,Grocery Store,"3600 W 3Rd Street, Bloomington, In",39.1660613,-86.57954996362508,POINT (-86.57954996362508 39.1660613)
RCS-GS-009,Kroger,Retail & Community Services,Grocery Store,"1175 S College Mall Road, Bloomington, In",39.15373875,-86.49522157943169,POINT (-86.49522157943169 39.15373875)
RCS-GS-010,Bloomingfoods Co-op Market,Retail & Community Services,Grocery Store,"316 W 6Th Street, Bloomington, In",39.16791165,-86.53715907506235,POINT (-86.53715907506235 39.16791165)
RCS-GS-011,Kroger,Retail & Community Services,Grocery Store,"4025 S Old State Road 37, Bloomington, In",39.12028275,-86.52934020634686,POINT (-86.52934020634686 39.12028275)
RCS-GS-012,Kroger,Retail & Community Services,Grocery Store,"500 Liberty Drive, Bloomington, In",39.151212,-86.576864,POINT (-86.576864 39.151212)
RCS-GS-013,4th Street International Market,Retail & Community Services,Grocery Store,"408 E 4Th Street, Bloomington, In",39.1653589,-86.52932009299789,POINT (-86.52932009299789 39.1653589)
RCS-IGS-001,Little Italy Market,Retail & Community Services,Italian Grocery Store,"421 E 3Rd Street #2, Bloomington, In",39.1649491,-86.5287363,POINT (-86.5287363 39.1649491)
RCS-IGS-002,Apna Bazaar International Market,Retail & Community Services,Indian Grocery Store,"2556 E 3Rd Street, Bloomington, In",39.16415343434344,-86.50215791919192,POINT (-86.50215791919192 39.16415343434344)
RCS-SK-001,Community Kitchen,Retail & Community Services,Soup Kitchen,"1515 S Rogers Street, Bloomington, In",39.15036019069062,-86.53868127054612,POINT (-86.53868127054612 39.15036019069062)
RCS-SS-001,The UPS Store,Retail & Community Services,Shipping Service,"885 S College Mall Road, Bloomington, In",39.157243987374336,-86.49770370553732,POINT (-86.49770370553732 39.157243987374336)
TP-MBP-001,Wapehani Mountain Bike Park,Trails & Playgrounds,Mountain Bike Park,"3401 W Wapehani Road, Bloomington, IN",39.143658,-86.568945,POINT (-86.568945 39.143658)
TP-MT-001,Jackson Creek Trail,Trails & Playgrounds,Multi-use Trail,"Runs From Sherwood Oaks Park To Childs School, Bloomington, IN",39.132268,-86.510792,POINT (-86.510792 39.132268)
TP-MT-002,Cascades Park Trail,Trails & Playgrounds,Multi-use Trail,"N Kinser Pike To N Stone Mill Road, Bloomington, IN",39.199057,-86.536763,POINT (-86.536763 39.199057)
TP-MT-003,Clear Creek Trail,Trails & Playgrounds,Multi-use Trail,"Rus From W Tapp Road To W Church Lane, Bloomington, IN",39.12514,-86.55675,POINT (-86.55675 39.12514)
TP-MT-004,B-Line Trail,Trails & Playgrounds,Multi-use Trail,"350 W 7Th Street, Bloomington, IN",39.168674,-86.537048,POINT (-86.537048 39.168674)
TP-MT-005,Bloomington Rail Trail,Trails & Playgrounds,Multi-use Trail,"Connects B-Line Trail At County Club Drive To Clear Creek Trail, Bloomington, IN",39.119865,-86.538645,POINT (-86.538645 39.119865)
TP-P-001,Schmaltz Farm Park Playground,Trails & Playgrounds,Playground,"3010 E Daniel Street, Bloomington, IN",39.1367323,-86.4918759,POINT (-86.4918759 39.1367323)
TP-P-002,Park Ridge East Park Playground,Trails & Playgrounds,Playground,"4421 E Morningside Drive, Bloomington, IN",39.167198,-86.474188,POINT (-86.474188 39.167198)
TP-P-003,RCA Park Playground,Trails & Playgrounds,Playground,"1400 W Rca Park Drive, Bloomington, IN",39.145015,-86.545929,POINT (-86.545929 39.145015)
TP-P-004,Bryan Park Playground,Trails & Playgrounds,Playground,"1001 S Henderson Street, Bloomington, IN",39.156172,-86.526435,POINT (-86.526435 39.156172)
TP-P-005,Park Ridge Park Playground,Trails & Playgrounds,Playground,"3421 E Longview Avenue, Bloomington, IN",39.1679516,-86.4905632,POINT (-86.4905632 39.1679516)
TP-P-006,Crestmont Park Playground,Trails & Playgrounds,Playground,"1209 W 15Th Street, Bloomington, IN",39.1760298,-86.5496757,POINT (-86.5496757 39.1760298)
TP-P-007,Switchyard Park Playground,Trails & Playgrounds,Playground,"9509 E Northshore Drive, Bloomington, IN",39.146412,-86.5356881,POINT (-86.5356881 39.146412)
TP-P-008,Southeast Park Playground,Trails & Playgrounds,Playground,"1600 S Sycamore Court, Bloomington, IN",39.148594,-86.504298,POINT (-86.504298 39.148594)
TP-P-009,Highland Village Park Playground,Trails & Playgrounds,Playground,"950 S Harvey Drive, Bloomington, IN",39.1583005,-86.5884642,POINT (-86.5884642 39.1583005)
TP-P-010,Waldron Hill Buskirk Park Playground,Trails & Playgrounds,Playground,"331 S Washington Street, Bloomington, IN",39.1632548,-86.531426,POINT (-86.531426 39.1632548)
TP-P-011,Olcott Park Playground,Trails & Playgrounds,Playground,"2300 E Canada Drive, Bloomington, IN",39.126561,-86.511088,POINT (-86.511088 39.126561)
TP-P-012,Sherwood Oaks Park Playground,Trails & Playgrounds,Playground,"1600 E Elliston Drive, Bloomington, IN",39.129625,-86.5135027,POINT (-86.5135027 39.129625)
TP-P-013,Rev Ernest D Butler Park Playground,Trails & Playgrounds,Playground,"812 W 9Th Street, Bloomington, IN",39.1710515,-86.5416935,POINT (-86.5416935 39.1710515)
TP-P-014,Building Trades Park Playground,Trails & Playgrounds,Playground,"619 W Howe Street, Bloomington, IN",39.1622071,-86.5404078,POINT (-86.5404078 39.1622071)
TP-P-015,Lower Cascades Park Playground,Trails & Playgrounds,Playground,"2851 N Old State Road 37, Bloomington, IN",39.1962514,-86.5358387,POINT (-86.5358387 39.1962514)
TP-P-016,Broadview Park Playground,Trails & Playgrounds,Playground,"704 W Graham Drive, Bloomington, IN",39.1401413,-86.5411669,POINT (-86.5411669 39.1401413)
TP-SP-001,Skate Park at Upper Cascades,Trails & Playgrounds,Skate Park,"2602 N Kinser Pike, Bloomington, IN",39.191876,-86.536883,POINT (-86.536883 39.191876)
TP-T-001,Griffy Lake Wetland Trail End,Trails & Playgrounds,Trailhead,"Eastern Edge Of Griffy Lake Shoreline, Bloomington, IN",39.197222,-86.508631,POINT (-86.508631 39.197222)
TP-T-002,Griffy Lake Lanam Trail East Trail Head,Trails & Playgrounds,Trailhead,"Near Lanam Road, Bloomington, IN",39.195888,-86.495972,POINT (-86.495972 39.195888)
TP-T-003,Griffy Lake North Shore Trail Dam Trail Head,Trails & Playgrounds,Trailhead,"Griffy Lake Dam Off Of N Dunn Street, Bloomington, IN",39.205854,-86.527317,POINT (-86.527317 39.205854)
TP-T-004,Twin Lakes Trail Northern Trail Head,Trails & Playgrounds,Trailhead,"N Of W Bloomfield Road Around Twin Lakes, Bloomington, IN",39.155099,-86.566348,POINT (-86.566348 39.155099)
TP-T-005,Griffy Lake Nature Trail Boathouse Trail Head,Trails & Playgrounds,Trailhead,"North Of Side Of  The Griffly Lake Boathouse Parking Lot Acr, Bloomington, IN",39.198629,-86.513189,POINT (-86.513189 39.198629)
TP-T-006,Winslow Ballfields Northern Trail Head,Trails & Playgrounds,Trailhead,"E Highland Avenue Between Ballfields And Ymca Upper Parking Lot, Bloomington, IN",39.140199,-86.515765,POINT (-86.515765 39.140199)
TP-T-007,B-Line Trail West Trail Head,Trails & Playgrounds,Trailhead,"N Adams Street South Of W 10Th Street, Bloomington, IN",39.170874,-86.549746,POINT (-86.549746 39.170874)
TP-T-008,RCA Community Park Trail Head,Trails & Playgrounds,Trailhead,"West End Of W Rca Park Drive, Bloomington, IN",39.14456,-86.547731,POINT (-86.547731 39.14456)
TP-T-009,Griffy Lake North Shore Trail East Trail Head,Trails & Playgrounds,Trailhead,"N Headly Road North Of The Griffy Lake Boathouse, Bloomington, IN",39.200529,-86.514331,POINT (-86.514331 39.200529)
TP-T-010,Lower Cascades Park Trail Head N Side,Trails & Playgrounds,Trailhead,"N Of Lower Cascades Park W Of Old Sr 37, Bloomington, IN",39.197373,-86.537023,POINT (-86.537023 39.197373)
TP-T-011,Latimer Woods Trail Head,Trails & Playgrounds,Trailhead,"North Loop Of E Stratum Way Between 3105 And 3115, Bloomington, IN",39.1574,-86.493005,POINT (-86.493005 39.1574)
TP-T-012,Jackson Creek Trail South Trail Head,Trails & Playgrounds,Trailhead,"300Ft East Of The East End Of E Elliston Drive, Bloomington, IN",39.127011,-86.51155,POINT (-86.51155 39.127011)
TP-T-013,B-Line Trail South Trail Head,Trails & Playgrounds,Trailhead,"W Country Club Drive Between S Madison Street And S Walnut Street, Bloomington, IN",39.136063,-86.534864,POINT (-86.534864 39.136063)
TP-T-014,Twin Lakes Trail Southern Trail Head,Trails & Playgrounds,Trailhead,"N Of W Bloomfield Road Around Twin Lakes, Bloomington, IN",39.154335,-86.566152,POINT (-86.566152 39.154335)
TP-T-015,Lower Cascades Park South Trail Head,Trails & Playgrounds,Trailhead,"Lower Cascades Park Waterfall Shelter, Bloomington, IN",39.194904,-86.536249,POINT (-86.536249 39.194904)
TP-T-016,Upper Cascades Skate Park Trail Head N End,Trails & Playgrounds,Trailhead,"N Of Upper Cascades Skate Park, Bloomington, IN",39.194193,-86.535729,POINT (-86.535729 39.194193)
TP-T-017,Griffy Lake South Shore Trail North Trail End,Trails & Playgrounds,Trailhead,"End Of South Shore Trail Near Shorelinein Griffy Woods Natur, Bloomington, IN",39.198461,-86.516543,POINT (-86.516543 39.198461)
TP-T-018,Griffy Lake South Shore Trail Sassafras CIR Trail,Trails & Playgrounds,Trailhead,"E Sassafras Circle In Meadwood, Bloomington, IN",39.192863,-86.519435,POINT (-86.519435 39.192863)
TP-T-019,Bloomington Rail Trail South Trail Head,Trails & Playgrounds,Trailhead,"900 Ft North Of W Church Lane Clear Creek Trail Parking Lot, Bloomington, IN",39.109703,-86.542624,POINT (-86.542624 39.109703)
TP-T-020,Butler Park Ninth Street Loop Fairview Trail Head,Trails & Playgrounds,Trailhead,"N Fairview Street North Of W 9Th Street And Park Parking Lot, Bloomington, IN",39.171351,-86.541165,POINT (-86.541165 39.171351)
TP-T-021,Upper Cascades Skate Park Trail Head S End,Trails & Playgrounds,Trailhead,"West Side Of Upper Cascades Skate Park, Bloomington, IN",39.192131,-86.537473,POINT (-86.537473 39.192131)
TP-T-022,Clear Creek Trail South Trail Head,Trails & Playgrounds,Trailhead,"West Of Intersection Of W Church Lane And S Rogers Street, Bloomington, IN",39.107451,-86.543713,POINT (-86.543713 39.107451)
TP-T-023,Clear Creek Trail North Trail Head,Trails & Playgrounds,Trailhead,"Parking Lot On W Tapp Road E Of S Weimer Road, Bloomington, IN",39.136406,-86.56126,POINT (-86.56126 39.136406)
TP-T-024,Polly Grimshaw Trail West Trail Head,Trails & Playgrounds,Trailhead,"At N State Road 46 South Of Railroad, Bloomington, IN",39.17019,-86.501504,POINT (-86.501504 39.17019)
TP-T-025,Cascade Trail  West Trail Head,Trails & Playgrounds,Trailhead,"In Kinser Pike At W Club House Drive, Bloomington, IN",39.200989,-86.542899,POINT (-86.542899 39.200989)
TP-T-026,Bloomington Rail Trail North Trail Head,Trails & Playgrounds,Trailhead,"Parking Lot On W Country Club Drive East Of S Madison Street, Bloomington, IN",39.135949,-86.535147,POINT (-86.535147 39.135949)
TP-T-027,Winslow Ballfields Western Trail Head,Trails & Playgrounds,Trailhead,"S Highland Avenue North Of E Winslow Road, Bloomington, IN",39.136875,-86.517537,POINT (-86.517537 39.136875)
TP-T-028,Cascade Trail  East Trail Head,Trails & Playgrounds,Trailhead,"E Stone Mill Road At N Old State Road 37, Bloomington, IN",39.207926,-86.532163,POINT (-86.532163 39.207926)
TP-T-029,Jackson Creek Trail North Trail Head,Trails & Playgrounds,Trailhead,"East Side Of  The S High Street And E Rogers Road Roundabout, Bloomington, IN",39.136341,-86.507674,POINT (-86.507674 39.136341)
TP-T-030,Clear Creek Trail Access Highlands,Trails & Playgrounds,Trailhead,"Western End Of W Gordon Pike, Bloomington, IN",39.121964,-86.553256,POINT (-86.553256 39.121964)
TP-T-031,Rev Ernest D Butler Park Southern Trail Head,Trails & Playgrounds,Trailhead,"At W 9Th Street Across From N William Street, Bloomington, IN",39.170523,-86.543203,POINT (-86.543203 39.170523)
TP-T-032,Griffy Creek Trail Griffy Lake Trail Head,Trails & Playgrounds,Trailhead,"East End Of The Griffy Lake Boathouse Parking Lot, Bloomington, IN",39.197789,-86.511654,POINT (-86.511654 39.197789)
TP-T-033,Griffy Creek Trail East Trail Head,Trails & Playgrounds,Trailhead,"East End Of Griffy Creek Trail On The East Side Of Griffy La, Bloomington, IN",39.204914,-86.48652,POINT (-86.48652 39.204914)
TP-T-034,Polly Grimshaw Trail East Trail Head,Trails & Playgrounds,Trailhead,"At E Longview Avenue And Glenwood Avenue W, Bloomington, IN",39.167989,-86.490172,POINT (-86.490172 39.167989)
TP-UG-001,Goat Farm,Trails & Playgrounds,Undeveloped Greenspace,"2000 E Winslow Road, Bloomington, IN",39.134041,-86.510097,POINT (-86.510097 39.134041)
